frase;localizzazione_benchmark;localizzazione_risultato;tempo_benchmark;tempo_risultato;grave_benchmark;grave_risultato;moto_benchmark;moto_risultato;utenti_deboli_benchmark;utenti_deboli_risultato
E' accaduto eri sera poco dopo le 18, quando la sala operativa del 115 è stata allertata dal 118 per un incidente stradale, avvenuto a nel frazione di San Matteo della Decima in Località Arginone, nel territorio di San Giovanni in Persiceto;1;1;1;0;0;0;0;0;0;0
Incidente a Castenaso: scoppia una gomma, schianto frontale e due feriti;1;1;0;0;1;0;0;1;0;1
Sono due le persone rimaste ferite nell'incidente frontale avvenuto questa mattina alle 11:40  lungo la provinciale 86, nel territorio di Castenaso;1;1;1;1;1;0;0;0;0;1
Da quanto si apprende tutto sarebbe accaduto per lo scoppio di una gomma di un Ford Fiesta guidata da un uomo di 75 anni, che guidava verso Minerbio;0;1;0;0;0;1;0;0;0;0
A causa del cedimento del manto stradale, una betoniera usata per la manutenzione del canale emiliano-romagnolo, è rimasta bloccata;0;1;0;0;0;0;0;0;0;0
La chiamata lla sala operativa del 115 è arrivata alle 11.30 di oggi, 11 febbraio;0;0;1;0;0;0;0;0;0;0
E' stato riaperto il tratto chiuso per incidente tratto della A1 verso Milano, tra Fidenza e il bivio con la A15 Parma-La Spezia Nel sinistro, avvenuto al km 99,200 alle ore 7:20, sono rimasti coinvolti due mezzi pesanti;1;1;1;0;0;1;0;1;0;0
 Dopo un tamponamento, un autoarticolato ha effettuato un salto di carreggiata, dalla carreggiata sud alla carreggiata nord, con parziale dispersione di carico consistente in sbarre di ferro;0;1;0;0;0;0;0;0;0;0
Anche una compagnia assicuratriva con sede a Bologna è citata, suo malgrado, nell'inchiesta per i falsi sinistri stradali che vede coinvolte 12 persone, quattro carabinieri, in servizio all'epoca alla compagnia di Mercato San Severino (SA), due medici, un avvocato e cinque cittadini;0;1;0;0;0;0;0;0;0;0
Un incidente stradale non grave, da quanto si apprende, sta causando forti disagi agli automobilisti in Porta San Vitale;0;1;0;0;0;0;0;0;0;0
San Lazzaro: incidente in via Repubblica, ciclista in ospedale;1;1;0;0;0;0;0;0;1;0
E' stato trasportato in condizioni di media gravità al pronto soccorso del Maggiore il ciclista caduto sull'asfalto oggi pomeriggio, alle 15,  all'intersezione tra via Repubblica e via Venezia a San Lazzaro di Savena;1;1;1;0;1;1;0;1;1;0
Un autobus di linea Tper è finito nel fossato al lato strada;0;1;0;0;0;0;0;0;0;0
Sul posto oltre al 115, anche la Polizia locale e gli ispettori di Tper;0;1;0;0;0;0;0;0;0;0
E' stato riaperto poco dopo le 11:30 il tratto tra Reggio Emilia e Campegine-Terre di Canossa in direzione Milano temporaneamente chiuso a causa di un incidente avvenuto al chilometro 132,3 che ha coinvolto un mezzo pesante e un autocarro di ASPI e nel quale un addetto alla manutenzione autostradale è rimasto ferito;1;1;0;1;0;1;0;1;0;1
Un 51enne della provincia di Bologna che procedeva a bordo di un Bmw da via Chiese Catene verso Fusignano, giunto all'incrocio con via Lunga Inferiore, pnon si è accorto che dalla propria destra stava arrivando un pulmino di una cooperativa che effettua servizi di trasporto a scuola dei bambini delle elementari, proveniente da Sant'Agata sul Santerno;1;1;0;0;0;0;0;0;0;1
I due mezzi si sono scontrati e il scuolabus si è ribaltato;0;1;0;0;0;0;0;0;0;0
Traffico: incidente in A1 tra auto, code e rallentamenti;1;0;0;0;0;0;0;0;0;0
Dall'alba lunghe code e rallentamenti in A1 per traffico intenso, e poco più di 8 chilometri di coda sono stati registrati questa mattina tra Sasso Marconi e il bivio Variante di Valico, per un incidente tra due auto;1;1;1;0;0;1;0;1;0;1
Incidente a Castiglione dei Pepoli: si schianta contro un muro, grave al Maggiore;1;1;0;0;1;1;0;1;0;0
Ha perso il controllo del veicolo, è uscito fuori strada e si è schiantato contro un muro;0;1;0;1;0;1;0;1;0;0
E' accaduto oggi alle 14, in via Badia Nuova nel comune di Castiglione dei Pepoli;1;1;1;0;0;0;0;0;0;0
Vittima dell'incidente, un uomo di 59 anni residente nel paese dell'Appennino;0;1;0;0;1;0;0;0;0;0
Si registra una coda di 8 km tra Bologna Interporto e Bivio A13/A14 Bologna-Taranto per incidente;1;1;0;0;0;0;0;1;0;0
Lanciato l’allarme sul posto è intervenuta la Polizia Locale che ha eseguito tutti i rilievi, e i colleghi di Ozzano che hanno coadiuvato la viabilità : lo schianto infatti, è avvenuto poco dopo le 18, orario di punta lungo la via Emilia;0;1;1;1;0;0;0;1;0;0
Incidente in via Pederzana a Villanova di Castenaso, dove un camion che traportava una gru, durante il transito ha 'agganciato' due pali dell'alta tensione sradicandoli dal terreno, distruggendo anche parte dell'impianto del passaggio a livello del treno;1;1;0;1;0;1;0;0;0;1
E' stato necessario l'intervento dei Vigili del Fuoco del distaccamento di Pianoro per estrarre da una vettura coinvolta in un incidente quattro persone;1;1;0;0;0;1;0;0;0;1
Versa in gravi condizioni il 51enne bolognese che è stato investito questa mattina poco prima delle 8 in via Saffi, un centinaio di metri dopo la porta;1;1;1;0;1;1;0;0;1;1
A travolgerlo, un 72enne al volante di una Fiat Panda, in transito sulla corsia preferenziale, con direzione centro;0;1;0;0;0;1;0;1;0;0
Incidente a Ozzano: ferita una bambina, traffico bloccato;1;1;0;0;0;0;0;0;0;1
Lo schianto è avvenuto tra due auto, a ridosso dell’incrocio, e la ricostruzione della dinamica è ancora al vaglio della Polizia Locale, intervenuta non appena è stato lanciato l’allarme;0;1;0;1;0;0;0;0;0;0
Incidente a Persiceto: auto esce di strada e si ribalta, ferite madre e figlia;1;1;0;0;1;1;0;0;0;1
Brutto incidente oggi pomeriggio in via Sasso, a San Giovanni in Persiceto;1;1;1;0;1;0;0;0;0;0
Per motivi ancora al vaglio delle autorità, una vettura è uscita fuori strada, ribaltandosi su un lato;0;0;0;0;0;0;0;1;0;0
E' rimasto incastrato tra le lamiere della propria vettura, l'82enne che questa mattina, poco dopo le 10.30, a bordo della sua Fiat Punto è uscito di strada lungo la via Emilia a San Lazzaro;1;1;1;0;0;0;0;0;0;1
Una donna di circa 80 anni, Maria Pasti, è la vittima di un incidente mortale avvenuto oggi pomeriggio;0;0;1;1;1;1;0;0;0;1
E' stata investita ed è deceduta intorno alle 16,30: la tragedia è avvenuta all'incrocio tra via Canaletto e via Garibaldi a Minerbio;1;1;0;1;1;1;0;1;1;0
L'anziana, era in sella alla sua bicicletta quando è stata travolta da un camion;0;1;0;0;0;0;0;0;1;0
Auto incendiata sulla Porrettana, un morto: strada riaperta al traffico;1;1;0;0;1;0;0;0;0;0
Incidente in A13: schianto sotto al camion, automobilista miracolosamente illeso;1;1;0;0;0;0;0;0;0;1
Guidava in autostrada lungo la prima corsia, direzione Bologna, e non si sarebbe reso conto del camion che lo precedeva, schiantandosi improvvisamente contro il mezzo pesante e incastrandosi sotto chili di lamiere;0;1;0;0;1;1;0;1;0;1
Incidente a Granarolo: colpisce centauro e fugge, caccia al taxi pirata;1;1;0;0;0;0;1;0;0;0
Avrebbe attraversato l'incrocio nonostante il semaforo rosso, centrando in pieno un centauro che a causa dell'impatto è caduto rovinosamente sull'asfalto;0;1;0;0;1;1;1;1;0;0
Incidente a San Lazzaro: centauro ferito, caccia all'auto pirata;1;1;0;0;1;0;1;0;0;0
Investito lungo la Fondovalle da un tir: muore 88enne di Pian di Macina;1;0;0;0;1;0;0;0;1;1
Pierino Vitali, 88 anni, pensionato residente a Pian di Macina, è l'uomo che ha perso la vita ieri pomeriggio dopo essere stato travolto da un tir;0;1;0;0;1;1;0;0;1;1
Sarebbe stato investito da un tir in transito l’uomo morto nel tardo pomeriggio di oggi, lungo la Fondovalle, nel territorio di Pian di Macina, a Pianoro.;1;1;0;1;1;1;0;0;1;0
Incidente a Castenaso, schianto auto - moto: un ferito;1;1;0;0;1;0;1;1;0;0
Un incidente tra una moto e un'auto è avvenuto lungo via Cà dell'Orbo nella piccola frazione di Marano di Castenaso, questa mattina poco prima delle otto, e la strada è stata chiusa per permettere alle autorità di eseguire tutti i rilievi;1;1;1;0;0;0;0;1;0;0
Incidente tra mezzi pesanti a Castenaso: morto un camionista;1;1;0;0;1;0;0;0;0;0
E' deceduto all'ospedale Maggiore il camionista di 47 anni, vittima dell'incidente avvenuto oggi pomeriggio a Castenaso, in località Fossamarza, all'incrocio con via Birbanteria;1;1;1;0;1;1;0;0;0;0
Incidente sulla A1: scontro camion-moto, un morto;1;0;0;0;1;0;1;1;0;0
Poco dopo le ore 18.00 sul Raccordo di Casalecchio è stato riaperto il tratto compreso tra il bivio con l'A14 e Casalecchio, in direzione dell'A1, precedentemente chiuso a causa di un incidente;1;1;1;0;0;0;0;1;0;0
La dinamica di quanto accaduto è ancora tutta da ricostruire, ma lo schianto tra un camion che trasportava vetro e un camion della nettezza urbana è stato violento;0;1;0;0;0;0;0;0;0;0
Inizialmente sembrava un incidente mortale, ma dietro l'investimento avvenuto questa mattina alle 10.30, in via Mora, nella frazione di Tintoria di Minerbio, c'era una lite tra due autotrasportatori per futili motivi scoppiata nel parcheggio dello zuccherificio;1;1;1;0;1;0;0;0;0;0
Incidente nella notte sulla A1: furgone si ribalta, un morto e due feriti;1;1;1;0;1;0;0;0;0;0
Incidente frontale lungo la Fondovalle: un morto;1;1;0;0;1;0;0;0;0;0
Da quanto si apprende due auto sarebbero rimaste coinvolte in un violento schianto, forse frontale;0;1;0;0;1;0;0;0;0;0
Sulla A14 tra Bologna Fiera e Castel San Pietro code verso Ancona, tra Bologna Fiera e Castel San Pietro verso Ancona, si segnalano 8 km di coda, a causa di un incidente;1;1;0;1;0;1;0;1;0;0
Incidente ieri sera in Bolognina: una Audi A3 e una Fiat Multipla si sono scontrati all'incrocio tra via Bigari e via Algardi;1;1;1;0;0;0;0;0;0;0
Nell'impatto la monovolume è volata su un fianco, per poi capottarsi completamente;0;1;0;0;0;0;0;1;0;0
 Poche notizie al momento sulle persone conivolte, ma il conducente del mezzo ribaltato è stato trasportato in ospedale in condizioni di media gravità;0;0;0;0;1;0;0;0;0;0
La polizia di stato, intervenuta sul posto assieme alla polizia locale, non ha trovato nessuno all'interno dell'auto rubata, ma testimoni hanno riferito di aver visto questtro persone allontanarsi subito dopo l'impatto con l'auto;0;1;0;0;0;0;0;0;0;1
Incidente a Medicina: 2 feriti estratti dalle lamiere dai Vigili del Fuoco;1;0;0;0;1;0;0;0;0;0
Brutto incidente tra due auto ieri sera a Medicina, lungo via San Vitale Est, in località Crocetta;1;1;1;0;0;0;0;0;0;0
Lo schianto è avvenuto poco dopo le 21, 15 e sul posto sono arrivati i Vigili del Fuoco e i Carabinieri;0;1;1;1;0;0;0;0;0;0
Poteva finire in tragedia l'incidente avvenuto in via dei Gelsi, in località Ponticella,  a San Lazzaro di Savena;1;1;0;0;1;0;0;1;0;0
Questa mattina infatti, un autocarro è entrato nella piccola traversa, finendo contro un'auto in sosta;0;1;1;0;0;0;0;0;0;0
La vettura è finita contro il guardrail ed è stato necessario l'intervento dei Vigili del fuoco che sono intervenuti con una squadra con il mezzo in assetto “soccorso per incidenti stradali”;0;1;0;1;0;1;0;1;0;0
Incidente a Medicina, ferite mamma e due figlie: Aurora non ce l'ha fatta;1;0;0;0;1;0;0;0;0;0
Non ce l'ha fatta Aurora, la bimba di 4 anni, vittima dell'incidente avvenuto ieri sera a Medicina, nella frazione di Fossatone;1;1;0;1;1;1;0;0;0;1
La piccola era in auto con la mamma 32enne e la sorella 14enne, quando I'auto, una Fiat Punto, è uscita di strada, schiandosi contro un muretto e poi carambolare nel fosso;0;1;0;0;0;0;0;0;0;1
Incidente sulla A13, quattro feriti: camionista denunciato per attentato alla sicurezza dei trasporti;1;1;0;0;1;1;0;0;0;1
Aveva il cronotachigrafo alterato da una calamita posizionata sul bulbo installato sulla scatola del cambio, l'autoarticolato, condotto da un 66enne, che nel pomeriggio di venerdì 30 agosto si è scontrato sulla A13 con tre veicoli fermi in coda, con un’intera famiglia rimasta coinvolta e ferita a seguito del tamponamento;1;1;1;0;1;1;0;0;0;1
"L'auto della Polizia stradale si stava immettendo sul nodo autostradale di Bologna quando è sopraggiunto un mezzo pesante che l'ha ""schiacciata"" contro il new jersey";1;1;0;1;0;1;0;0;0;0
Come riferisce Ravenna Today, un 45enne della provincia di Bologna, che stava percorrendo l'A14, si è fermato in una piazzola di servizio, quando all'improvviso è stato travolto e investito da un camion;1;1;0;1;1;1;0;1;1;1
Incidente a Monterenzio: Suv si ribalta e blocca la carreggiata, disagi al traffico;1;1;0;0;0;0;0;1;0;0
Un Suv si è ribaltato bloccando una carreggiata;0;1;0;0;0;0;0;0;0;0
San Lazzaro, azzarda un'inversione e provoca incidente: incastrato dalle telecamere;1;1;0;0;0;0;0;1;0;0
Stava guidando in direzione Bologna quando, sul lato opposta della corsia di marcia, ha visto un parcheggio e senza pensarci due volte ha azzardato un'inversione a 'U' , nonostante la presenza della striscia 'continua';0;1;0;0;0;1;0;1;0;0
Incidente in A1, un morto: traffico bloccato la domenica del rientro;1;0;0;0;1;0;0;0;0;0
Un altro incidente mortale domenica mattina, poco dopo le 7.30, sulla A1 Milano-Napoli nel tratto tra il bivio con l'A22 e Reggio Emilia, in direzione Milano;1;1;1;1;1;1;0;1;0;0
A scontrarsi sono state una moto e un'auto: il motociclista ha perso la vita, mentre altre due persone sono rimaste ferite;0;1;0;0;1;1;1;1;0;0
La vittima è un uomo di 58 anni residente a Cervia, come riferisce Ravenna Today;0;1;0;0;0;0;0;0;0;0
Incidente mortale sulla A14: chi era la giovane vittima;1;0;0;0;1;1;0;0;0;0
L'incidente è avvenuto sulla A14, nel tratto da Cesena Nord e Forlì, al km 82;1;1;0;1;0;0;0;0;0;0
Un tratto della strada statale 64 “Porrettana” è temporaneamente chiuso al traffico, a causa di un incidente avvenuto nei pressi del km 102, nel territorio comunale di Castel Maggiore, in provincia di Bologna;1;1;0;0;0;0;0;1;0;0
VIDEO| Porta Sant'Isaia: scontro auto-bici sui viali;0;0;0;0;0;0;0;0;1;0
Scontro tra un'auto e una bici questa notte, intorno all'una, sui viali di Porta Sant'Isaia, all'angolo con via Andrea Costa;1;1;1;0;0;0;0;0;1;0
Sul posto sono intervenuti l'ambulanza e i sanitari del 118 e la Polizia Locale per i rilievi;0;1;0;0;0;0;0;0;0;0
Un impatto violentissimo questa notte in via Dozza a Castel Guelfo. Un automobilista 52enne, residente in provincia di Biella, per cause da accertare, è finito fuori strada mentre si trovava al volante di una Smart;1;1;1;0;1;1;0;0;0;1
Incidente a Molinella: finisce in un canale, 36enne positivo alla cocaina;1;0;0;0;0;0;0;0;0;0
Brutto incidente ieri sera a ridosso dell’incrocio tra via Turati e via Frullo a Castenaso;1;1;1;0;1;0;0;0;0;0
Poco dopo mezzanotte e mezza, l’allarme è stato lanciato per un violento schianto che ha coinvolto due auto : una Fiat 500 con a bordo un gruppo di giovani, e un’utilitaria sulla quale viaggiava un uomo;0;1;1;0;1;0;0;0;0;1
Alla base dell’incidente forse una mancata precedenza al semaforo, ma l’esatta dinamica di quanto accaduto è ancora al vaglio dei carabinieri, intervenuti sul posto sia per i rillievi sia per coadiuvare il traffico;0;1;0;0;0;0;0;0;0;0
Ad avere la peggio l’uomo alla guida dell’utilitaria: per estrarlo dalle lamiere della sua vettura infatti, è stato necessario l’intervento dei vigili del fuoco che hanno lavorato per più di mezz’ora prima di riuscire a raggiungerlo;0;1;0;0;0;1;0;0;0;0
Si e schiantato contro il marciapiede ed è stato sbalzato;0;0;0;0;0;0;0;1;0;1
Non c'è stato nulla da fare per un 45enne che poco prima delle 20 di ieri 22 luglio ha perso il controllo dello scooter;0;0;1;0;1;0;1;1;0;1
Incidente mortale bici-furgone: vittima un professore dell'Alma Mater;0;0;0;0;1;1;0;0;1;0
E'  Piermaria Luigi Rossi,  geologo e professore emerito all'Alma Mater Studiorum - Università di Bologna, l'uomo di 79 anni  morto ieri a Rimini, dopo una violenta collisione con un furgone;1;0;0;0;1;1;0;0;0;0
Originario di Rimini, ma residente a San Lazzaro di Savena  e in pensione da circa due anni, è deceduto poco dopo il trasporto in ospedale;0;0;0;0;1;0;0;0;0;0
Incidente a Castel San Pietro: auto si incendia dopo l'impatto;1;1;0;0;1;0;0;0;0;0
Una di esse nell'impatto ha preso fuoco;0;1;0;0;1;0;0;0;0;0
Alle ore 16:20 circa, è stato riaperto il tratto tra Bologna San Lazzaro e Bologna Fiera in direzione della A1 Milano-Napoli, precedentemente chiuso a causa di un incidente avvenuto al km 19+800, nel quale sono rimasti coinvolti due mezzi pesanti, uno dei quali ha disperso parte del carburante in carreggiata, e nel quale una persona è rimasta ferita;1;1;1;0;1;1;0;1;0;1
Incidente in Appennino: 15enne gravissimo dopo una caduta dalla bici, si sospetta auto pirata;0;1;0;0;1;1;0;1;1;0
Versa in gravissime condizioni un ragazzo di 15 anni, dopo le 20, è caduto dalla bicicletta a Zocca, in via Tesi, la strada provinciale che attraversa il paese dell'Appennino;1;1;1;1;1;1;0;1;1;1
Viale Vighi: gasolio sulla carreggiata, tre incidenti in pochi minuti;1;1;0;0;0;0;0;1;0;0
Tre incidenti al Savena in pochi minuti questa mattina: due scooteristi sono caduti a terra e un'auto ha sbandato ed è finita fuori strada a causa di uno sversamento di gasolio sulla carreggiata da parte di un mezzo pesante;1;1;1;0;0;1;1;1;0;1
Incidente sulla A13, un morto: riaperto il tratto autostradale;1;0;0;0;0;1;0;0;0;0
A causa dell'incidente un uomo di 64 anni ha perso la vita;0;0;0;0;1;1;0;0;0;1
I vigili del fuoco hanno dovuto lavorare ore per estrarre il corpo ormai senza vita dall'abitacolo del camion;0;1;0;0;0;1;0;0;0;1
Tratto chiuso per incidente sulla A13 Bologna-Padova tra Altedo e Bologna Arcoveggio, in idrezione Bologna, a seguito del tamponamento tra tre camion avvenuto al km 5;1;1;0;1;0;1;0;1;0;0
All’altezza del Km 18,700 nella carreggiata nord un autoarticolato e un furgone si sono scontrati e i conducenti sono rimasti incastrati tra le lamiere;1;1;0;1;0;1;0;0;0;1
E' stato necessario l'intervento dei Vigili del fuoco, partiti della sede centrale di Bologna e dei distaccamenti di Zola Predosa e Castiglione de Pepoli che hanno lavorato per mettere in sicurezza l'area dello scontro e per estrarre i due conducenti;0;1;0;0;0;1;0;0;0;0
Incidenti e veicoli in avaria: code e traffico bloccato su A13 e A14;1;0;0;0;0;0;0;0;0;0
Sulla A13 Bologna-Padova tra Altedo e Bologna Arcoveggio, verso Bologna, per un incidente avvenuto al km 5 ora risolto, si è formata una coda di 6 km, con tendenza alla diminuzione, che ha visto il coinvolgimento di 2 mezzi pesanti;1;1;0;0;0;1;0;1;0;1
In alternativa, per coloro che procedono verso Bologna, è consigliabile uscire ad Altedo e percorrendo la statale 9 Emilia rientrare ad Arcoveggio;0;1;0;0;0;0;0;0;0;0
Sul posto è presente il personale di Autostrade per l'Italia per segnalare le code ed agevolare il deflusso veicolare;0;1;0;0;0;0;0;0;0;0
Sulla A14 Bologna-Taranto tra Castel San Pietro e Casalecchio verso la A1 Milano-Napoli ci sono 7 km di coda a causa di un incidente, ora risolto, in cui sono rimasti coinvolti un camper e un camion, all'altezza del km 10+200;1;1;0;0;0;1;0;1;0;1
Incidente a Castenaso: auto investe pedone, grave un uomo;1;1;0;0;1;1;0;0;1;0
Immediatamente è stato lanciato l'allarme e sul posto sono giunti tre mezzi della Polizia Locale, il 118 e l'elisoccorso, oltre a un equipaggio dell'ANC e AC;0;1;0;0;0;0;0;0;0;0
Brutto schianto nella serata di ieri a Molinella, nel quale sono rimaste ferite due persone;1;1;1;0;1;0;0;0;0;1
Ad avere la peggio, una 19enne, trasportato d'urgenza al pronto soccorso dell'ospedale Maggiore di Bologna;0;0;0;0;1;1;0;1;0;0
Incidente a Porta Mazzini: 74enne in ospedale;1;0;0;0;0;0;0;0;0;0
E' ricoverato in Rianimazione in prognosi riservata, ma non in pericolo di vita, il 74enne che ieri nel pomeriggio è stato travolto da una utilitaria all'altezza di piazza di Porta Maggiore;1;1;1;0;0;1;0;0;0;1
L'uomo era in sella alla sua bicicletta quando è avvenuto l'incidente;0;0;0;0;0;0;0;0;1;0
Il 74enne, che stava attraversando i viali, è stato sbalzato sul parabrezza del mezzo, per poi cadere a terra;0;1;0;0;0;1;0;1;0;1
 Il mezzo a motore, condotto da un quarantenne, secondo i rilievi della polizia locale stava procedendo nella stessa direzione;0;0;0;0;0;0;0;1;0;0
"Città metropolitana, nel 2020 giù incidenti stradali, morti e feriti: settembre ""il più triste dei mesi""";0;1;0;0;1;0;0;1;0;0
Sicuramente la pandemia ha influito, limitando gli spostamenti, ma, in tutti i casi, nei primi 9 mesi del 2020, incidenti, feriti e morti sulle strade sono calati, come rivela il report della Città metropolitana.;0;1;0;0;0;0;0;1;0;0
Incidente in A14, schianto tra due furgoni: un morto e due feriti;1;1;0;0;1;0;0;0;0;0
Nell'incidente, avvenuto intorno le 12:30 nel tratto tra San Pietro in Casale e San Lazzaro di Savena, sono rimasti coinvolti due furgoni e lanciato l'allarme sul posto sono intervenuti i sanitari del 118, i Vigili del Fuoco, la Polizia Stradale e l'Aspi;1;1;1;0;0;0;0;0;0;0
A innescare il caos, già storico prima che arrivino le modifiche viarie previste dalla giunta comunale in carica, con l'installazione di semafori che prevedono una razionalizzazione della situazione, è stato un piccolo incidente senza feriti;0;1;0;0;0;0;0;1;0;0
La polizia locale ha inviato sul posto tre pattuglie allo scopo di dirimere il gigantesco ingorgo, che ha interessato naturalmente anche i mezzi pubblici, penalizzati da inevitabili ritardi;0;1;0;0;0;0;0;0;0;0
Due incidenti a Cavour: coinvolti quattro veicoli e quattro feriti;1;0;0;0;0;0;0;0;0;0
Brutto incidente nel pomeriggio di oggi, mercoledì 29 marzo 2023, in via Saluzzo (l'ex statale 589) a Cavour, al confine con Barge;1;1;1;1;1;1;0;1;0;1
Si è trattato dello scontro frontale tra un'auto e un furgone che ha provocato due feriti trasportati in ospedale;0;1;0;0;1;0;0;0;0;0
 Sul posto, oltre ai sanitari, sono intervenuti i carabinieri della stazione cittadina che hanno eseguito i rilievi allo scopo di stabilire le responsabilità dell'accaduto e hanno chiuso a lungo la strada;0;1;0;0;0;0;0;0;0;0
Un secondo incidente sulla stessa ex statale ma a nord del paese, in via Pinerolo angolo via Gerbidi, è avvenuto quasi contemporaneamente e ha visto coinvolti un fuoristrada e un’automobile in un impatto quasi frontale;1;1;0;0;0;0;0;1;0;0
Il primo mezzo si è ribaltato e anche qui si sono registrati due feriti;0;0;0;0;1;0;0;1;0;1
Singolare incidente nella mattinata di oggi, mercoledì 29 marzo 2022, in corso Cavour a Beinasco, dove una Volkswagen Polo è finita contro un segnale stradale, poi contro un idrante e infine si è schiantata contro la recinzione del comando di polizia locale;1;1;1;1;0;0;0;1;0;1
Gli agenti, usciti a vedere che cosa fosse accaduto, hanno constatato che al volante del veicolo c'era un italiano di 82 anni residente nella cittadina, verosimilmente colto da un malore al volante;0;1;0;0;0;1;0;0;0;1
L'uomo è stato soccorso e trasportato in ambulanza all'ospedale San Luigi di Orbassano;0;1;0;0;1;0;0;0;0;0
Sul posto sono intervenuti gli agenti della polizia stradale di Torino-Settimo e gli ausiliari dell'Ativa;0;1;0;0;0;0;0;0;0;0
Incidenti in tangenziale a Beinasco e Venaria: auto perde una ruota che ne urta un'altra, un ferito;1;1;0;0;1;0;0;0;0;0
Incidente in tangenziale sud, direzione nord Milano-Aosta, tra gli svincoli Drosso e Sito Interporto, sul territorio comunale di Benasco, nel pomeriggio di oggi, martedì 28 marzo 2023;1;1;1;1;0;0;0;1;0;0
Un'auto, che procedeva in direzione sud, ovvero verso Savona-Piacenza, ha perso la ruota posteriore sinistra che, rimbalzando è arrivata nell’altra carreggiata, colpendo un altro veicolo che dopo l'urto ha perso il controllo tamponando un tir e rimanendo incastrato;0;1;0;0;0;0;0;1;0;0
Il conducente di quest'ultimo è stato estratto dalle lamiere dai vigili del fuoco e trasportato in elisoccorso all'ospedale Cto di Torino;0;1;0;0;0;1;0;0;0;0
